,site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
314,HB107,East Herts Bishop's Stortford,Urban Traffic,51.878611,0.104167,NO,Nitric oxide,2004-08-20,2005-11-30,2005-11-08,Eastern,,East Hertfordshire
317,HB012,East Herts Hertford Gascoyne Way,Urban Traffic,51.795569,-0.076225,NO,Nitric oxide,2016-08-22,ongoing,2023-12-31,Eastern,,East Hertfordshire
321,HB108,East Herts Sawbridgeworth Background,Urban Background,51.819444,0.153889,NO,Nitric oxide,1998-06-30,2015-06-02,2015-06-02,Eastern,,East Hertfordshire
325,HB109,East Herts Sawbridgeworth Roadside,Urban Traffic,51.8175,0.148889,NO,Nitric oxide,2001-10-10,2015-06-02,2015-06-02,Eastern,,East Hertfordshire
329,HB110,East Herts Throcking,Rural Background,51.953056,-0.060278,O3,Ozone,1997-06-17,2009-07-27,2009-07-27,Eastern,,East Hertfordshire
330,HB111,East Herts Ware,Urban Traffic,51.785278,-0.063889,NO,Nitric oxide,2004-08-20,2005-01-05,2004-12-31,Eastern,,East Hertfordshire
333,SCW2,East Suffolk Woodbridge 2,Urban Traffic,52.094862,1.321286,NO,Nitric oxide,2006-01-03,ongoing,2023-12-31,Eastern,,Suffolk Coastal
336,ES001,Eastleigh Southampton Road,Urban Traffic,50.961664,-1.353778,NO,Nitric oxide,2016-01-01,ongoing,2023-12-31,South East,Southampton Urban Area,Eastleigh
341,ES002,Eastleigh Steele Close,Urban Background,50.975001,-1.375514,NO,Nitric oxide,2016-01-01,ongoing,2023-12-31,South East,Southampton Urban Area,Eastleigh
344,ES003,Eastleigh The Point,Urban Traffic,50.96995,-1.356084,NO,Nitric oxide,2019-01-01,ongoing,2023-12-31,South East,Southampton Urban Area,Eastleigh
347,EWE2,Ewell High Street,Urban Traffic,51.349927,-0.249748,NO,Nitric oxide,2015-01-01,2017-01-04,2017-01-04,Greater London,Greater London Urban Area,Epsom and Ewell
350,FAR2,Fareham Portland Street,Urban Traffic,50.850875,-1.17806,NO,Nitric oxide,2012-04-20,2019-06-30,2019-06-30,South East,Portsmouth Urban Area,Fareham
353,WA004,Farnham South Street,Urban Traffic,51.214726,-0.79633,NO,Nitric oxide,2021-04-08,ongoing,2024-03-31,South East,,Waverley
357,WA002,Farnham The Woolmead,Urban Traffic,51.215763,-0.797453,NO,Nitric oxide,2018-01-01,2021-04-07,2021-04-07,South East,,Waverley
361,CT2,Farringdon Street,Urban Traffic,51.514741,-0.104522,NO,Nitric oxide,2003-01-01,2006-09-30,2006-09-30,Greater London,Greater London Urban Area,City of London
366,STS002,"Fern Drive, Cleadon (sensor)",Urban Traffic,54.952364,-1.41303,NO2,Nitrogen dioxide,2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
370,AIY003,Flackwell Heath Juniper Hill School (sensor),Suburban Background,51.5959,-0.702906,NO2,Nitrogen dioxide,2023-06-08,ongoing,2023-12-31,South East,,Wycombe
373,RBWM001,Frascati Way,Urban Traffic,51.520895,-0.724025,NO,Nitric oxide,2005-03-01,ongoing,2024-02-15,South East,,Windsor and Maidenhead
377,HF6,Fulham Town Centre,Urban Traffic,51.480283,-0.196407,O3,Ozone,2023-06-02,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
384,GA1,Gateshead A1 Dunston,Urban Traffic,54.951529,-1.649945,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,North East,Tyneside,Gateshead
388,GA006,Gateshead Angel of the North,Urban Traffic,54.912184,-1.58501,NO,Nitric oxide,2020-01-01,ongoing,2023-12-31,North East,,Gateshead
393,GA2,Gateshead Bottle Bank,Urban Traffic,54.965944,-1.604438,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,North East,Tyneside,Gateshead
396,GA4,Gateshead Clara Vale,Urban Background,54.979425,-1.791531,NO,Nitric oxide,2015-04-29,2015-07-22,2015-07-22,North East,,Gateshead
401,GA3,Gateshead Lychgate Court,Urban Traffic,54.962008,-1.597121,NO,Nitric oxide,2015-01-01,ongoing,2023-12-31,North East,Tyneside,Gateshead
405,GA005,Gateshead Tyne Bridge,Urban Traffic,54.965696,-1.603455,NO,Nitric oxide,2018-04-06,ongoing,2023-12-31,North East,Tyneside,Gateshead
411,WA001,Godalming Ockford Road 2,Urban Traffic,51.184411,-0.617628,NO,Nitric oxide,2018-12-01,ongoing,2024-03-31,South East,,Waverley
414,FAR1,Gosport Road,Urban Traffic,50.844177,-1.183323,NO,Nitric oxide,2012-04-01,2019-06-30,2019-06-30,South East,Portsmouth Urban Area,Fareham
417,GR009,Greenwich Westhorne Avenue,Urban Traffic,51.456357,0.040725,O3,Ozone,2006-05-26,ongoing,2023-12-31,Greater London,Greater London Urban Area,Greenwich
418,GR008,Greenwich Woolwich Flyover,Urban Traffic,51.486884,0.017902,O3,Ozone,2006-05-25,ongoing,2023-12-04,Greater London,Greater London Urban Area,Greenwich
420,CT9,Guildhall,Urban Background,51.516212,-0.092238,O3,Ozone,2022-03-25,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
421,HK010,Hackney Amhurst Road,Suburban Traffic,51.550056,-0.063302,NO,Nitric oxide,2022-04-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hackney
425,HK014,Hackney Dalston Lane,Suburban Traffic,51.548267,-0.067137,NO,Nitric oxide,2023-06-13,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hackney
429,HK013,Hackney Green Lanes,Suburban Traffic,51.567094,-0.094236,NO,Nitric oxide,2022-06-14,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hackney
432,HK011,Hackney Homerton Library,Suburban Traffic,51.548747,-0.041881,NO,Nitric oxide,2022-04-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hackney
436,HK006,Hackney Old Street,Urban Traffic,51.526454,-0.08491,O3,Ozone,2006-05-26,ongoing,2023-12-20,Greater London,Greater London Urban Area,Hackney
442,HK009,Hackney Queensbridge Road,Suburban Traffic,51.539324,-0.070078,NO,Nitric oxide,2022-02-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hackney
446,FEN001,Hallcroft Road (sensor),Suburban Industrial,52.556715,-0.136082,NO,Nitric oxide,2023-02-02,ongoing,Never,Eastern,,Fenland
451,WID2,Halton Marzahn Way,Urban Traffic,53.371193,-2.722289,NO,Nitric oxide,2015-11-01,2023-06-02,2023-06-02,North West & Merseyside,,Halton
455,WID1,Halton Widnes Milton Rd,Urban Traffic,53.365391,-2.73168,PM10,PM10 particulate matter (Hourly measured),2015-11-01,2023-03-21,2023-03-21,North West & Merseyside,,Halton
456,HF5,Hammersmith Town Centre,Urban Traffic,51.492695,-0.224787,O3,Ozone,2019-03-05,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
462,HG005,Haringey Wood Green,Urban Traffic,51.593339,-0.106973,NO,Nitric oxide,2021-05-04,ongoing,2023-12-31,Greater London,Greater London Urban Area,Haringey
467,HARST,Harston,Suburban Background,52.13843,0.081422,NO,Nitric oxide,2023-03-21,ongoing,2023-12-31,Eastern,,South Cambridgeshire
476,HB016,Hatfield West View,Urban Traffic,51.770438,-0.231875,NO,Nitric oxide,2020-09-23,ongoing,2023-12-31,Eastern,,Welwyn Hatfield
479,LHRBR,Heathrow Bath Road,Urban Traffic,51.481071,-0.442092,NO,Nitric oxide,2019-11-19,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
484,T55,Heathrow Green Gates,Suburban Industrial,51.481478,-0.486675,NO,Nitric oxide,2001-07-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
490,LHR2,Heathrow LHR2,Suburban Industrial,51.479167,-0.440556,NO,Nitric oxide,1993-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
497,T54,Heathrow Oaks Road,Suburban Industrial,51.459444,-0.479444,NO,Nitric oxide,2001-07-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Spelthorne
504,VS006,Henley TC Greys Road (sensor),Urban Traffic,51.536198,-0.904568,O3,Ozone,2020-07-17,2021-09-09,Never,South East,,South Oxfordshire
510,HB112,Hertsmere Borehamwood 1,Urban Background,51.652778,-0.274722,O3,Ozone,1998-01-02,2005-10-26,2005-10-26,Eastern,,Hertsmere
516,HB008,Hertsmere Borehamwood Background,Urban Background,51.662193,-0.264313,O3,Ozone,2005-11-05,2011-03-31,2011-03-31,Eastern,,Hertsmere
524,HB014,Hertsmere Borehamwood Bowling Club,Urban Background,51.661283,-0.270633,NO,Nitric oxide,2017-05-24,2017-09-30,2017-09-30,Eastern,,Hertsmere
533,HB009,Hertsmere Borehamwood Roadside,Urban Background,51.659803,-0.261916,NO,Nitric oxide,2014-09-09,ongoing,2023-12-31,Eastern,,Hertsmere
542,HI2,Hillingdon 2 - Hillingdon Hospital,Urban Background,51.52611,-0.45913,NO,Nitric oxide,2002-09-25,2011-09-30,2011-09-30,Greater London,Greater London Urban Area,Hillingdon
546,HIL1,Hillingdon Harmondsworth,Urban Background,51.487989,-0.480984,NO,Nitric oxide,2007-07-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
550,HIL4,Hillingdon Harmondsworth Osiris,Urban Background,51.487534,-0.479451,PM10,PM10 particulate matter (Hourly measured),2007-07-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
553,HIL5,Hillingdon Hayes,Urban Traffic,51.498167,-0.412333,NO,Nitric oxide,2008-04-21,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
557,HI3,Hillingdon Oxford Avenue,Urban Background,51.48113,-0.42376,NO,Nitric oxide,2005-03-07,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
561,SIPS,Hillingdon Sipson,Urban Background,51.484384,-0.455695,NO,Nitric oxide,2006-09-08,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
564,HI1,Hillingdon South Ruislip,Urban Traffic,51.55226,-0.40278,NO,Nitric oxide,1999-09-21,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hillingdon
568,HB002,Hitchin Stevenage Road,Urban Traffic,51.940974,-0.274038,NO,Nitric oxide,2013-02-07,2023-11-29,2023-11-29,Eastern,,North Hertfordshire
571,HB003,Hitchin Stevenage Road Particulates,Urban Traffic,51.940988,-0.274431,PM10,PM10 particulate matter (Hourly measured),2015-08-03,2023-12-31,2023-12-31,Eastern,,North Hertfordshire
573,HS010,Hounslow Boston Manor Park,Urban Traffic,51.489863,-0.317505,NO,Nitric oxide,2018-11-06,2020-03-05,2020-03-05,Greater London,Greater London Urban Area,Hounslow
577,HS5,Hounslow Brentford,Urban Traffic,51.489398,-0.310081,NO,Nitric oxide,2003-08-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
585,HS4,Hounslow Chiswick,Urban Background,51.492507,-0.257252,NO,Nitric oxide,1999-09-23,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
593,HS2,Hounslow Cranford,Suburban Background,51.482982,-0.411895,O3,Ozone,2000-06-03,2020-04-08,2020-04-08,Greater London,Greater London Urban Area,Hounslow
601,HS9,Hounslow Feltham,Urban Background,51.447388,-0.408733,NO,Nitric oxide,2009-08-19,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
605,HS8,Hounslow Gunnersbury,Urban Traffic,51.500676,-0.284383,NO,Nitric oxide,2012-02-09,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
609,HS7,Hounslow Hatton Cross,Urban Background,51.463402,-0.427525,NO,Nitric oxide,2006-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
613,HS6,Hounslow Heston,Urban Traffic,51.479129,-0.36476,NO,Nitric oxide,2006-04-13,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hounslow
617,HUN01,Huntingdon Pathfinder House,Urban Traffic,52.327932,-0.180369,NO,Nitric oxide,2018-01-01,ongoing,2023-12-31,Eastern,,Huntingdon
623,IPS3,Ipswich Chevallier Street,Urban Traffic,52.064672,1.138969,NO,Nitric oxide,2006-09-13,ongoing,2023-12-31,Eastern,,Ipswich
626,IPS5,Ipswich Cliff Lane,Urban Background,52.035553,1.170683,NO,Nitric oxide,2010-11-16,2011-12-06,2011-12-31,Eastern,,Ipswich
632,IPS,Ipswich Piper's Court,Urban Traffic,52.050542,1.152239,NO,Nitric oxide,2003-06-27,2012-05-31,2012-05-31,Eastern,,Ipswich
635,IPS04,Ipswich St Matthews Street,Urban Traffic,52.060026,1.147576,NO,Nitric oxide,2019-06-27,ongoing,2023-12-31,Eastern,,Ipswich
638,SBPC002,Iver Heath Infant School (sensor),Urban Background,51.536377,-0.520432,NO2,Nitrogen dioxide,2021-06-16,ongoing,2023-12-31,South East,,South Buckinghamshire
641,SBPC003,Iver Heath Junior School (sensor),Urban Background,51.5378,-0.520712,NO2,Nitrogen dioxide,2021-03-30,ongoing,2023-12-31,South East,,South Buckinghamshire
644,VS003,Iver North Park Road (sensor),Suburban Traffic,51.502435,-0.512156,O3,Ozone,2020-01-01,2022-10-03,2021-03-31,South East,,South Buckinghamshire
650,VS002,Iver Thorney Lane North (sensor),Urban Traffic,51.519876,-0.50368,O3,Ozone,2020-01-01,2022-10-03,2021-03-31,South East,,South Buckinghamshire
656,SBPC009,Iver Village Junior School (sensor),Urban Background,51.5209,-0.512968,NO2,Nitrogen dioxide,2021-06-22,ongoing,2023-12-31,South East,,South Buckinghamshire
659,VS004,Iver Village Junior School Roadside (sensor),Urban Traffic,51.5209,-0.512915,O3,Ozone,2020-01-01,2021-06-03,2021-03-31,South East,,South Buckinghamshire
665,TON003,"Kings Road, Tonbridge (sensor)",Urban Traffic,51.186745,0.283583,NO2,Nitrogen dioxide,2022-11-07,2023-08-10,2023-08-10,South East,,Tonbridge
668,LIV2,Liverpool Islington,Urban Traffic,53.410839,-2.973307,O3,Ozone,2006-07-31,2013-01-15,2013-01-15,North West & Merseyside,Liverpool Urban Area,Liverpool
673,LV8,Liverpool Old Haymarket Roadside,Urban Traffic,53.409167,-2.982222,NO,Nitric oxide,2008-06-17,2012-07-10,2012-07-10,North West & Merseyside,Liverpool Urban Area,Liverpool
676,LV5,Liverpool Queens Drive,Urban Traffic,53.446944,-2.9625,PM10,PM10 particulate matter (Hourly measured),2008-05-20,2013-05-14,2013-05-14,North West & Merseyside,Liverpool Urban Area,Liverpool
679,STS005,Lolanthe terrace/ Osbourne Avenue - South Shields (sensor),Urban Traffic,54.991254,-1.421763,NO2,Nitrogen dioxide,2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
683,HB006,London Luton Airport,Urban Industrial,51.87765,-0.376297,PM10,PM10 particulate matter (Hourly measured),2003-10-16,ongoing,2023-12-31,Eastern,,Luton
684,LUT001,Luton & Dunstable Hospital (Lewsey Road) (sensor),Urban Traffic,51.89392,-0.47572,NO2,Nitrogen dioxide,2021-11-17,ongoing,2023-10-31,Eastern,,Luton
687,LA001,Luton Airport FutureLuToN,Urban Industrial,51.887035,-0.365652,O3,Ozone,2019-06-19,ongoing,2023-12-31,Eastern,,Luton
702,LUT002,Luton Beech Hill (sensor),Urban Traffic,51.88681,-0.43217,NO2,Nitrogen dioxide,2021-11-17,ongoing,2023-10-31,Eastern,,Luton
705,HB113,Luton Challney Community College,Urban Background,51.893611,-0.467222,O3,Ozone,1999-03-22,2014-10-02,2012-04-19,Eastern,,Luton
712,LUT003,Luton Downside Primary School (Chaul Lane) (sensor),Urban Traffic,51.89139,-0.45511,NO2,Nitrogen dioxide,2021-11-17,ongoing,2023-10-31,Eastern,,Luton
715,LUT004,Luton Dunstable Road (Bury Park) (sensor),Urban Traffic,51.883717,-0.42653,NO2,Nitrogen dioxide,2021-11-17,ongoing,2023-10-31,Eastern,,Luton
718,HB007,Luton Dunstable Road East,Urban Traffic,51.880154,-0.422144,NO,Nitric oxide,2014-10-27,ongoing,2023-12-31,Eastern,,Luton
723,LUT005,Luton People's Park (sensor),Urban Traffic,51.886999,-0.412711,NO2,Nitrogen dioxide,2021-11-17,ongoing,2023-10-31,Eastern,,Luton
726,WM001,Maidenhead Bridge Road (sensor),Urban Traffic,51.523717,-0.709157,NO2,Nitrogen dioxide,2024-03-13,ongoing,Never,South East,,Windsor and Maidenhead
729,MANUSS,Manchester Air Quality Supersite,Urban Background,53.44422,-2.21442,O3,Ozone,2019-01-01,ongoing,Never,North West & Merseyside,Greater Manchester Urban Area,Manchester
738,MAN09,Manchester Bridge Street,Urban Traffic,53.48109,-2.24926,NO,Nitric oxide,2022-09-25,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Manchester
741,MAN1,Manchester Oxford Road,Urban Traffic,53.472024,-2.238911,NO,Nitric oxide,2010-03-08,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Manchester
745,MAN7,Manchester Piccadilly LA,Urban Background,53.48157,-2.23793,CO,Carbon monoxide,2007-10-01,2012-01-04,2011-12-31,North West & Merseyside,Greater Manchester Urban Area,Manchester
750,MAN8,Manchester South SO2,Suburban Background,53.368889,-2.243333,SO2,Sulphur dioxide,2007-10-01,2016-01-25,2016-01-25,North West & Merseyside,Greater Manchester Urban Area,Manchester
751,VWH001,Marcham - Packhorse Lane (sensor),Urban Traffic,51.666705,-1.34277,NO,Nitric oxide,2021-12-23,2023-01-05,2022-12-31,South East,,Vale of White Horse
755,WIL7,Marlborough London Road,Urban Traffic,51.420963,-1.726842,PM10,PM10 particulate matter (Hourly measured),2016-01-01,2016-09-16,Never,South West,,Wiltshire
759,WIL9,Marlborough London Road 2,Urban Traffic,51.419882,-1.725223,PM10,PM10 particulate matter (Hourly measured),2017-01-30,ongoing,2017-12-31,South West,,Wiltshire
762,AIY001,Marlow Holy Trinity School (sensor),Urban Background,51.57548,-0.776668,NO2,Nitrogen dioxide,2023-03-24,ongoing,2023-12-31,South East,,Wycombe
765,HB114,Mid Beds Biggleswade,Urban Traffic,52.086944,-0.263056,NO,Nitric oxide,1999-02-09,1999-10-29,1999-10-29,Eastern,,Central Bedfordshire
768,HB115,Mid Beds Sandy,Urban Traffic,52.132417,-0.300306,NO,Nitric oxide,2002-12-15,2008-07-26,2008-07-15,Eastern,,Central Bedfordshire
772,HB116,Mid Beds Silsoe,Rural Background,52.008889,-0.408889,O3,Ozone,1998-02-20,2006-09-18,2006-09-18,Eastern,,Central Bedfordshire
773,NF002,New Forest - Fawley,Urban Industrial,50.826958,-1.349945,SO2,Sulphur dioxide,2002-01-01,ongoing,2023-12-31,South East,,New Forest
775,NF001,New Forest - Holbury,Urban Industrial,50.833312,-1.391525,NO,Nitric oxide,2001-01-01,2004-06-08,Never,South East,,New Forest
780,NF005,New Forest - Lyndhurst,Urban Traffic,50.872564,-1.577085,NO,Nitric oxide,2004-12-13,ongoing,2023-12-31,South East,,New Forest
783,NF003,New Forest - Ringwood,Urban Background,50.84831,-1.798983,NO,Nitric oxide,2001-01-01,2004-10-07,2004-10-06,South East,,New Forest
787,NF004,New Forest - Totton,Urban Traffic,50.917451,-1.48659,NO,Nitric oxide,2004-06-01,ongoing,2023-12-31,South East,,New Forest
791,NCA04,Newcastle Percy Street,Urban Traffic,54.97776,-1.61444,NO,Nitric oxide,2014-01-01,2020-12-31,2020-12-31,North East,Tyneside,Newcastle upon Tyne
794,NCA05,Newcastle Pilgrim Street,Urban Traffic,54.970984,-1.609028,NO,Nitric oxide,2014-01-01,2020-12-31,2020-12-31,North East,Tyneside,Newcastle upon Tyne
797,NUL1,Newcastle-under-Lyme Queens Gardens,Urban Traffic,53.012375,-2.224184,NO,Nitric oxide,2015-04-01,2018-03-31,2018-03-31,West Midlands,The Potteries,Newcastle-under-Lyme
801,NEW2,Newham Cam Road,Urban Traffic,51.537598,-0.002138,O3,Ozone,2000-10-06,2016-03-31,2016-03-31,Greater London,Greater London Urban Area,Newham
811,NEW04,Newham East Ham Town Hall,Urban Traffic,51.533017,0.055,NO,Nitric oxide,2022-12-16,ongoing,2024-01-17,Greater London,Greater London Urban Area,Newham
815,NEW3,Newham Wren Close,Urban Background,51.514727,0.014554,O3,Ozone,2003-03-14,2016-03-31,2016-03-31,Greater London,Greater London Urban Area,Newham
825,TON002,"Norman Road, West Malling (sensor)",Urban Traffic,51.29484,0.405867,NO2,Nitrogen dioxide,2022-11-07,2023-08-10,2023-08-10,South East,,Tonbridge
828,HB117,North Herts Baldock 1,Urban Traffic,51.989722,-0.188333,NO,Nitric oxide,1999-01-23,2000-05-24,2000-04-26,Eastern,,North Hertfordshire
832,HB118,North Herts Baldock 2,Urban Traffic,51.986111,-0.198611,NO,Nitric oxide,2000-05-23,2002-05-23,2002-05-23,Eastern,,North Hertfordshire
836,HB119,North Herts Baldock Roadside,Urban Traffic,51.989444,-0.188889,NO,Nitric oxide,2009-09-22,2012-09-11,2012-09-11,Eastern,,North Hertfordshire
839,HB120,North Herts Breechwood Green,Urban Background,51.883889,-0.329167,NO,Nitric oxide,2003-05-14,2009-09-22,2009-09-22,Eastern,,North Hertfordshire
843,HB121,North Herts Hitchin Library,Urban Traffic,51.948056,-0.281944,NO,Nitric oxide,2010-02-26,2015-08-03,2015-05-31,Eastern,,North Hertfordshire
847,HB122,North Herts Royston,Urban Background,52.048611,-0.029167,NO,Nitric oxide,2002-05-31,2003-05-13,2003-05-13,Eastern,,North Hertfordshire
851,NTC01,North Tyneside Coast Road,Urban Traffic,54.996476,-1.558763,NO,Nitric oxide,2019-01-01,ongoing,2023-12-20,North East,,North Tyneside
857,NSTOW,Northstowe,Suburban Background,52.289282,0.04968,NO,Nitric oxide,2023-03-01,ongoing,2023-12-31,Eastern,,South Cambridgeshire
867,OLDH,Oldham West End House,Urban Background,53.545943,-2.122694,O3,Ozone,1998-12-04,2011-07-06,2011-07-05,North West & Merseyside,Greater Manchester Urban Area,Oldham
874,OX6,Oxford High St,Urban Traffic,51.752527,-1.250939,NO,Nitric oxide,2003-06-23,ongoing,2023-12-31,South East,,Oxford
879,OX3,Oxford St Ebbes (Cal Club),Urban Background,51.744856,-1.260338,O3,Ozone,1997-07-01,ongoing,2023-12-31,South East,,Oxford
880,TON004,"Pear Tree Avenue, Ditton (sensor)",Urban Traffic,51.295475,0.456676,NO2,Nitrogen dioxide,2022-11-07,2023-08-10,2023-08-10,South East,,Tonbridge
883,PLY03,Plymouth Moor Lane,Urban Traffic,50.402502,-4.181563,PM10,PM10 particulate matter (Hourly measured),2021-10-04,ongoing,2023-11-01,South West,,Plymouth
886,PLY02,Plymouth Mutley Plain,Urban Traffic,50.382541,-4.133874,NO,Nitric oxide,2016-09-27,ongoing,2023-12-31,South West,,Plymouth
889,PLY01,Plymouth Royal Parade,Urban Traffic,50.370403,-4.144391,NO,Nitric oxide,2016-10-01,ongoing,2023-12-31,South West,,Plymouth
892,PRPC001,Princes Risborough School (sensor),Urban Background,51.719348,-0.830598,NO2,Nitrogen dioxide,2023-10-06,ongoing,2023-12-31,South East,,Wycombe
895,KC4,RBKC Chelsea Old Town Hall,Urban Traffic,51.487437,-0.168397,NO,Nitric oxide,2000-09-27,ongoing,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
898,KC2,RBKC Cromwell Road,Urban Traffic,51.495504,-0.178809,O3,Ozone,2024-01-13,ongoing,Never,Greater London,Greater London Urban Area,Kensington and Chelsea
910,KC5,RBKC Earl's Court Road,Urban Traffic,51.490198,-0.190863,NO,Nitric oxide,2002-05-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
915,VS014,RBKC Holland Park Avenue (sensor),Urban Background,51.506192,-0.209427,NO,Nitric oxide,2022-05-23,ongoing,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
919,VS007,RBKC Kensington High Street 1 (sensor),Urban Traffic,51.502167,-0.190017,NO,Nitric oxide,2021-05-26,2024-03-07,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
923,VS010,RBKC Kensington High Street 2 (sensor),Urban Traffic,51.499802,-0.196634,NO,Nitric oxide,2021-05-26,2024-01-19,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
927,KC3,RBKC Knightsbridge,Urban Traffic,51.49914,-0.164338,NO,Nitric oxide,2000-03-28,ongoing,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
930,VS008,RBKC Sedding Street (sensor),Urban Traffic,51.493485,-0.156898,NO,Nitric oxide,2021-05-26,ongoing,2023-12-31,Greater London,Greater London Urban Area,Kensington and Chelsea
934,REA2,Reading Caversham Road,Urban Traffic,51.464355,-0.977094,NO,Nitric oxide,2006-11-22,ongoing,2023-12-31,South East,Reading/Wokingham Urban Area,Reading
938,REA3,Reading Kings Road,Urban Traffic,51.453116,-0.949926,NO,Nitric oxide,2007-09-27,2016-02-05,2016-02-05,South East,Reading/Wokingham Urban Area,Reading
942,REA4,Reading Oxford Road,Urban Traffic,51.461957,-1.012459,NO,Nitric oxide,2007-12-05,ongoing,2023-12-31,South East,Reading/Wokingham Urban Area,Reading
946,RED3,Redcar Dormanstown,Urban Industrial,54.60317,-1.09784,O3,Ozone,2013-01-01,ongoing,2023-12-31,North East,,Redcar and Cleveland
953,RED2,Redcar LA,Suburban Background,54.612778,-1.072778,O3,Ozone,2009-06-01,2010-07-01,2009-12-31,North East,Teesside Urban Area,Redcar and Cleveland
960,RG7,Reigate and Banstead - A23 Hooley,Urban Traffic,51.292471,-0.154121,NO,Nitric oxide,2018-07-17,ongoing,2023-12-31,South East,,Reigate and Banstead
963,RG8,Reigate and Banstead - Earlswood Depot,Urban Industrial,51.221102,-0.172887,PM10,PM10 particulate matter (Hourly measured),2020-03-27,2021-05-18,2021-05-18,South East,,Reigate and Banstead
964,RG1,Reigate and Banstead - Horley,Suburban Background,51.165858,-0.167734,O3,Ozone,2000-07-18,2008-10-27,2008-10-27,South East,,Reigate and Banstead
969,RG5,Reigate and Banstead - Horley (FDMS),Suburban Background,51.165848,-0.167749,PM10,PM10 particulate matter (Hourly measured),2010-11-05,ongoing,2023-01-22,South East,,Reigate and Banstead
972,RG9,Reigate and Banstead - Horley (FIDAS),Suburban Background,51.165857,-0.167763,PM10,PM10 particulate matter (Hourly measured),2022-05-23,ongoing,2023-01-22,South East,,Reigate and Banstead
974,RG2,Reigate and Banstead - Horley South,Suburban Background,51.161508,-0.162928,NO,Nitric oxide,2003-08-12,2017-01-08,2017-01-08,South East,,Reigate and Banstead
977,RG6,Reigate and Banstead - Horley South East,Suburban Background,51.161261,-0.16241,NO,Nitric oxide,2016-09-20,ongoing,2023-12-31,South East,,Reigate and Banstead
980,RG3,Reigate and Banstead - Poles Lane,Rural Traffic,51.142082,-0.194181,O3,Ozone,2005-04-01,ongoing,2023-12-31,South East,,Crawley
985,RG4,Reigate and Banstead - Reigate High St,Urban Traffic,51.237666,-0.206011,NO,Nitric oxide,2009-03-26,2013-01-10,2013-01-10,South East,,Reigate and Banstead
988,HF7,Riverwalk,Urban Background,51.488687,-0.224181,O3,Ozone,2023-02-10,ongoing,2023-12-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
995,RDL001,Rochdale Queensway,Urban Traffic,53.599238,-2.162565,NO,Nitric oxide,2021-08-04,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Rochdale
1000,BHIL,S Cambs Bar Hill,Urban Traffic,52.254095,0.031971,NO,Nitric oxide,2001-03-01,2012-09-15,2012-09-15,Eastern,,South Cambridgeshire
1005,IMP,S Cambs Impington,Urban Traffic,52.23364,0.10508,NO,Nitric oxide,2003-01-01,ongoing,2023-12-31,Eastern,,South Cambridgeshire
1012,ORCH,S Cambs Orchard Park School,Urban Background,52.2335,0.115229,NO,Nitric oxide,2009-04-22,2023-04-05,2023-04-05,Eastern,,South Cambridgeshire
